year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,2,MQ,Envoy Air,FNT,"Flint, MI: Bishop International",80,39,10.99,6.21,11.43,0,10.37,12,0,2542,609,431,699,0,803
2015,2,MQ,Envoy Air,DBQ,"Dubuque, IA: Dubuque Regional",76,38,13.21,4.82,10.28,0,9.69,12,0,2388,673,409,510,0,796
2015,2,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",143,55,17.68,6.95,13.54,0,16.83,21,1,2962,812,334,738,0,1078
2015,2,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",95,35,8.98,3.31,13.74,0,8.97,16,1,1930,580,181,691,0,478
2015,2,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",52,14,3.27,2.83,2.13,0,5.78,7,0,889,116,299,130,0,344
2015,2,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",17,3,0.92,0.02,0.07,0,1.99,4,0,102,21,1,4,0,76
2015,2,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,25,9.77,4.99,2.28,0,7.96,8,0,1281,340,276,115,0,550
2015,2,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",156,54,15.23,4.55,21.76,0,12.46,31,0,3399,929,282,1365,0,823
2015,2,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",97,44,9.51,5.01,10.84,0,18.65,11,0,2995,541,414,687,0,1353
2015,2,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",80,14,4.23,1.21,4.99,1,2.57,14,0,722,174,123,299,28,98
2015,2,MQ,Envoy Air,GRI,"Grand Island, NE: Central Nebraska Regional",56,17,3.69,2.26,1.61,0,9.45,7,0,1162,157,317,145,0,543
2015,2,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",174,66,16.08,4.1,19.56,0,26.26,30,0,3720,704,648,858,0,1510
2015,2,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",112,44,16.66,6.48,10.88,0,9.98,13,1,3022,885,643,754,0,740
2015,2,MQ,Envoy Air,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,2,MQ,Envoy Air,JLN,"Joplin, MO: Joplin Regional",56,14,4.04,2.09,2.73,1,4.15,8,0,791,223,77,86,23,382
2015,2,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",25,12,4.74,1.7,4.38,0,1.18,2,0,916,279,174,358,0,105
2015,2,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",297,118,26.29,12.58,30.28,0,48.86,63,0,8130,1558,974,1904,0,3694
2015,2,MQ,Envoy Air,MLI,"Moline, IL: Quad City International",133,40,8.68,7.83,11.53,0,11.95,20,0,2159,433,355,570,0,801
2015,2,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee Regional",137,39,13.67,5.08,9.32,0,10.92,8,1,2237,652,366,504,0,715
2015,2,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",108,23,7.15,2.98,5.56,0,7.31,15,0,1334,437,222,264,0,411
2015,2,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",25,10,6.25,1.08,2.37,0,0.3,4,0,562,339,46,165,0,12
2015,2,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional",108,21,7.92,1.89,3.62,0,7.57,19,0,1399,331,254,317,0,497
2015,2,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",55,25,2.67,3.87,6.81,0,11.65,7,0,1813,193,226,360,0,1034
2015,2,MQ,Envoy Air,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",84,19,8.61,2.69,4.78,0,2.93,9,13,945,369,115,277,0,184
2015,2,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",81,23,10.53,3.2,4.74,0,4.54,9,0,1231,551,207,278,0,195
2015,2,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",137,31,13.45,2.82,8.26,0,6.48,19,0,1567,499,281,389,0,398
2015,2,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",56,23,2.69,4.08,11.09,0.17,4.96,5,0,1405,162,262,551,5,425
2015,2,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International",195,52,19.86,6.95,10.48,0,14.7,29,1,3216,915,876,565,0,860
2015,2,MQ,Envoy Air,MLU,"Monroe, LA: Monroe Regional",22,7,1.3,0.67,1.75,0.18,3.11,4,0,407,58,105,101,10,133
2015,2,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",130,32,4.86,1.01,12.21,0,13.92,24,3,1698,399,36,426,0,837
2015,2,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",44,16,5.41,2.07,2.86,0,5.67,7,0,970,152,183,262,0,373
2015,2,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",140,46,8.83,1.37,14.62,0,21.17,31,0,2320,514,72,716,0,1018
2015,2,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",66,30,8.34,4.71,8.5,0,8.45,6,0,1969,486,397,427,0,659
2015,2,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",79,22,6.54,3.27,7.76,0,4.44,9,0,1558,246,619,447,0,246
2015,2,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",80,8,2.2,2.37,1.11,0,2.32,16,0,502,117,189,71,0,125
2015,2,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",157,52,13.61,7.19,19.82,0,11.38,19,0,2881,765,534,919,0,663
2015,2,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",28,11,3.15,1.73,3.19,0,2.92,4,0,607,173,75,144,0,215
2015,2,MQ,Envoy Air,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",56,12,6.25,0.08,2.55,0,3.12,9,0,713,332,2,151,0,228
2015,2,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",52,14,4.3,2.53,1.4,0,5.77,9,0,907,196,230,127,0,354
2015,2,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",315,122,27.47,4.07,40.01,0,50.45,58,1,7046,1231,395,1952,0,3468
2015,2,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",11,4,0.64,1.94,1.42,0,0,1,0,371,68,190,113,0,0
2015,2,MQ,Envoy Air,EYW,"Key West, FL: Key West International",82,13,5.08,1.95,1.14,0,4.83,4,0,780,203,178,75,0,324
2015,2,MQ,Envoy Air,SAF,"Santa Fe, NM: Santa Fe Municipal",55,16,4.17,1.78,6.54,0.54,2.97,8,0,846,123,157,376,30,160
2015,2,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",84,18,5.75,2.56,2.49,0.4,6.8,12,0,834,182,231,148,6,267
2015,2,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway/Col. Bud Day Field",52,29,8.66,3.95,3.26,0,13.14,8,0,1758,285,258,132,0,1083
2015,2,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",80,26,7.88,3.76,6.77,0,7.59,13,0,1810,354,357,473,0,626
2015,2,MQ,Envoy Air,DRO,"Durango, CO: Durango La Plata County",39,12,5.17,1.34,2.7,0,2.8,4,0,621,269,86,126,0,140
2015,2,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",28,11,4.56,0.64,2.67,0.98,2.15,3,0,448,116,28,91,78,135
2015,2,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80,11,4.69,0.43,3.04,0,2.83,5,0,703,232,23,221,0,227
2015,2,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",56,13,4.37,1.11,2.83,0,4.68,9,0,615,136,74,128,0,277
2015,2,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",98,42,11.83,4.64,14.07,0,11.46,14,0,2450,530,305,694,0,921
2015,2,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",28,14,2.69,3.33,2.88,0,5.1,4,0,620,87,136,122,0,275
2015,2,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",52,26,7.56,2.96,6.72,0,8.76,6,0,1928,429,270,434,0,795
2015,2,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",54,11,2.91,0,1.6,0,6.49,4,0,815,197,0,71,0,547
2015,2,MQ,Envoy Air,AEX,"Alexandria, LA: Alexandria International",84,20,6.33,3.44,3.96,0,6.27,13,0,1257,230,333,272,0,422
2015,2,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",995,290,64.76,10.64,129.93,0.73,83.95,24,2,17877,4801,710,6676,25,5665
2015,2,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",307,101,27.74,3.17,43.78,0,26.32,5,0,6983,1613,174,3153,0,2043
2015,2,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",118,32,8.18,0,18.35,0,5.46,14,0,2052,536,0,1059,0,457
2015,2,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",190,63,14.93,0.77,39.52,0,7.78,16,0,3117,866,26,1649,0,576
2015,2,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",678,173,42.07,3.9,85.58,0.21,41.25,43,1,11667,2638,733,4080,26,4190
2015,2,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",112,17,2.54,0.7,4.68,0,9.08,2,0,873,71,81,350,0,371
2015,2,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",648,215,41.79,0.93,106.15,0,66.13,16,0,12986,2021,66,5163,0,5736
2015,2,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",361,115,39.3,3.55,50.72,0,21.44,7,0,7352,2791,344,2507,0,1710
2015,2,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",716,324,52.02,1.26,193.73,0,76.99,33,2,19913,3100,93,10547,0,6173
2015,2,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",315,117,32.82,3.65,54.17,0,26.35,12,1,7800,2703,485,2839,0,1773
2015,2,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",671,176,46.59,5.49,75.58,0,48.34,10,0,11838,2513,473,4283,0,4569
2015,2,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",308,95,21.22,0.13,34.7,0.12,38.84,3,0,5771,1105,9,1682,4,2971
2015,2,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",33,8,1.09,0,5.22,0,1.69,4,0,304,31,0,160,0,113
2015,2,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",27,7,3.04,0,2.09,0.1,1.77,0,0,509,150,0,95,24,240
2015,2,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",144,41,12.8,2.57,8.88,0,16.75,3,0,2476,767,226,337,0,1146
2015,2,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",252,93,27.2,3.07,45.67,0,17.06,6,0,5999,1991,198,2405,0,1405
2015,2,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",76,23,5.91,0.24,9.97,0,6.88,1,0,1121,369,13,306,0,433
2015,2,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",252,82,19.62,3.66,33.3,0,25.41,4,0,5792,1196,371,1664,0,2561
2015,2,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",91,31,9.37,0,4.5,0,17.14,4,0,2183,531,0,155,0,1497
2015,2,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",306,124,20.85,1.38,88.57,0.75,12.45,18,2,6921,1329,138,4722,15,717
2015,2,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",113,29,5.95,0,7.79,0,15.25,4,0,2105,353,0,445,0,1307
2015,2,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",324,85,21.5,4.6,33.78,0.64,24.48,0,1,6363,1488,519,1569,21,2766
2015,2,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",56,19,3.31,0.76,13.25,0,1.68,3,1,998,200,93,585,0,120
2015,2,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",28,5,1.77,0,2.23,0,1,0,0,407,165,0,125,0,117
2015,2,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",56,12,1.9,1.18,4.68,0,4.24,5,0,1372,344,157,567,0,304
2015,2,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",224,59,22.41,2.45,23.73,0.1,10.32,6,0,2967,1150,65,921,9,822
2015,2,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",116,41,10.45,2.89,17.94,0,9.73,3,0,2525,448,293,782,0,1002
2015,2,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",252,90,28.52,5.98,39.35,0.96,15.2,13,0,5619,1517,654,2284,22,1142
2015,2,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",112,42,11.17,2.23,17.52,0,11.08,4,0,2732,892,137,814,0,889
2015,2,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",140,37,6.8,0.9,17.04,0.85,11.42,3,0,1986,350,84,856,33,663
2015,2,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",568,112,37.14,3.87,17.7,0,53.28,8,0,6280,2226,164,530,0,3360
2015,2,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1451,186,35.62,9.49,53.95,0.85,86.09,12,0,15208,2043,2731,4111,22,6301
2015,2,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",157,19,7.55,0,8.06,0,3.39,0,0,998,429,0,172,0,397
2015,2,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",483,103,28.59,2.56,19.31,0,52.53,12,1,6468,1914,206,779,0,3569
2015,2,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",106,24,5.96,3.34,3.89,0,10.8,3,1,1735,492,308,278,0,657
2015,2,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",28,6,2.6,0,0.73,0,2.66,0,0,293,156,0,33,0,104
2015,2,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",657,146,48.07,1.95,35.73,1.01,59.23,6,0,7842,2197,222,1240,18,4165
2015,2,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",156,13,5.88,1.04,1.15,0,4.94,2,0,1003,324,32,24,0,623
2015,2,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",593,138,49.38,2.08,33.37,0.12,53.06,7,1,8087,2865,272,1166,4,3780
2015,2,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",239,39,17.5,1,11.01,0,9.49,2,0,2116,1217,54,331,0,514
2015,2,OO,SkyWest Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",11,2,1.92,0,0,0,0.08,1,0,141,132,0,0,0,9
2015,2,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",228,59,16.25,2.23,17.95,0,22.57,15,1,3685,940,157,806,0,1782
2015,2,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3495,888,129.04,19.94,288.22,0.3,450.5,128,15,51863,11116,1234,13083,8,26422
2015,2,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",162,29,11.65,0.84,5.39,0,11.12,3,0,1242,488,18,217,0,519
2015,2,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2905,931,117.46,29.19,289.15,0,495.2,240,1,68548,13493,6243,14843,0,33969
2015,2,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",67,22,3.43,0.08,8.25,0,10.24,1,0,1187,194,7,351,0,635
2015,2,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",108,42,17.66,2.14,11.38,0,10.81,6,2,2416,1225,172,433,0,586
2015,2,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3111,804,92.15,3.12,339.96,0,368.76,145,5,58106,8284,473,22918,0,26431
2015,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3880,762,109.51,19.35,259.17,0,373.97,81,7,47084,9430,2403,11121,0,24130
2015,2,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",144,51,19.37,9.73,11.21,0,10.69,13,0,3006,1276,584,523,0,623
2015,2,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",225,77,27.5,4.83,14.69,0.53,29.46,4,0,5486,2017,609,523,97,2240
2015,2,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: Arcata",131,26,7.97,0,4.15,0,13.88,6,1,1918,795,0,124,0,999
2015,2,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",275,81,19.82,4.83,27.13,0,29.22,7,1,5555,1579,412,1013,0,2551
2015,2,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",39,14,5.43,0,5.5,0,3.07,2,0,692,276,0,245,0,171
2015,2,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",922,115,31.06,1.78,31.98,0,50.18,8,1,5305,1770,79,749,0,2707
2015,2,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",301,68,25.25,0,12.56,0,30.19,8,1,4427,1900,0,509,0,2018
2015,2,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",57,14,7.93,1,2.15,0,2.93,1,0,832,601,74,54,0,103
2015,2,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",104,35,6.97,3.48,12.86,0,11.7,3,2,1634,306,167,473,0,688
2015,2,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",69,26,6.07,0.4,8.02,0,11.52,5,0,1505,335,18,329,0,823
2015,2,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",50,16,4.81,1,5.05,0,5.14,2,0,830,342,91,161,0,236
2015,2,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1770,382,70.17,17.71,124.76,0,169.37,36,0,24201,6809,1855,3647,0,11890
2015,2,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",52,3,1.74,0,1.26,0,0,0,0,89,61,0,28,0,0
2015,2,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3629,388,114.19,13.45,87.39,2,170.97,30,1,24433,9308,1529,2978,69,10549
2015,2,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",53,6,1.79,0,3.21,0,1,0,0,217,120,0,63,0,34
2015,2,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",52,1,0,0,1,0,0,0,0,36,0,0,36,0,0
2015,2,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",747,189,41.17,4.32,59.05,0,84.47,45,2,14280,4306,527,2405,0,7042
2015,2,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",158,52,11.42,0.84,26.17,0,13.56,4,1,2160,577,46,824,0,713
2015,2,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",118,25,10.78,0,9.87,0,4.35,2,0,1601,916,0,339,0,346
2015,2,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",108,8,5.3,0,0.63,0,2.07,1,1,601,413,0,15,0,173
2015,2,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",49,19,4.47,0,7.57,0,6.96,3,0,1512,601,0,339,0,572
2015,2,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",216,48,20.31,3.38,10.33,0,13.97,5,1,3499,1577,715,357,0,850
2015,2,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",87,14,4.68,0.15,4.38,0,4.79,1,1,693,324,5,131,0,233
2015,2,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",234,98,24.36,9.73,30.15,0,33.76,12,1,7049,1965,999,1408,0,2677
2015,2,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",96,24,6.13,2.03,8.67,0,7.17,4,0,1068,304,160,346,0,258
2015,2,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",289,64,11.42,3.56,16,0,33.03,11,3,3462,726,286,535,0,1915
2015,2,OO,SkyWest Airlines Inc.,CLD,"Carlsbad, CA: McClellan-Palomar",188,29,10.33,2.43,3.25,0,12.99,8,0,2143,806,253,130,0,954
2015,2,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",48,13,5.07,0.83,3.36,0,3.74,3,0,833,326,121,167,0,219
2015,2,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",56,18,7.64,1.69,3.69,0,4.98,8,1,877,266,144,88,0,379
2015,2,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",186,48,18.91,0.06,10.13,0,18.91,12,1,4027,2125,6,404,0,1492
2015,2,OO,SkyWest Airlines Inc.,SPI,"Springfield, IL: Abraham Lincoln Capital",84,30,7.02,1.88,2.94,0,18.17,9,0,2023,450,113,197,0,1263
2015,2,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",124,21,3.03,0.74,9.25,0,7.99,2,0,953,146,40,226,0,541
2015,2,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",72,13,6.66,0.06,3.37,0,2.92,2,0,636,297,3,154,0,182
2015,2,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",381,50,9.88,4.4,15.14,0,20.58,12,0,2612,503,338,468,0,1303
2015,2,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",409,124,32.63,2.49,25,1,62.88,4,0,6659,1437,287,961,19,3955
2015,2,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",27,9,2.14,3,1.72,0,2.13,2,0,376,121,121,58,0,76
2015,2,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",64,13,2.81,0.18,6.93,0,3.08,2,0,529,72,29,225,0,203
2015,2,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",970,206,47.42,8.77,54.56,0,95.25,28,3,12521,4087,404,1951,0,6079
2015,2,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",30,8,1.69,0.71,3.42,0,2.18,1,1,309,60,28,131,0,90
2015,2,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",120,42,16.04,1.44,12.2,0,12.31,1,1,2545,842,71,488,0,1144
2015,2,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",3,2,0.02,0.78,0,0,1.2,0,0,170,2,46,0,0,122
2015,2,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",173,39,11.3,1,11.02,0,15.68,6,0,2324,771,299,353,0,901
2015,2,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",88,13,8.68,0,2.5,0,1.82,1,8,478,326,0,75,0,77
2015,2,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",242,67,22.97,4.94,15.56,0,23.52,1,1,4198,1697,509,570,0,1422
2015,2,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",123,24,10.49,1,3.04,0,9.47,4,1,1370,682,21,133,0,534
2015,2,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",11,1,0,0,1,0,0,0,0,23,0,0,23,0,0
2015,2,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",80,27,10.51,1,7.61,0,7.88,3,2,2427,990,191,339,0,907
2015,2,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",113,38,15.92,1.87,6.33,0,13.88,9,0,2117,1019,59,294,0,745
2015,2,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",568,103,27.96,6.55,15.51,1,51.98,13,1,6870,1608,627,554,63,4018
2015,2,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",94,19,5.79,0,2.86,0,10.35,4,0,1101,394,0,110,0,597
2015,2,OO,SkyWest Airlines Inc.,ISN,"Williston, ND: Sloulin Field International",144,26,9.19,2,8.86,0,5.94,6,4,1508,648,198,293,0,369
2015,2,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",446,79,20.88,3.07,13.46,0,41.6,2,0,3859,808,206,400,0,2445
2015,2,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",412,89,32.52,1,24.06,0,31.41,10,1,5212,2207,89,887,0,2029
2015,2,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",207,42,12.42,1.56,11.37,0,16.64,5,2,2101,576,389,379,0,757
2015,2,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",56,15,2.99,1.23,5.74,0,5.04,2,0,848,207,26,258,0,357
2015,2,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",163,67,17.62,2.75,18.88,0,27.76,1,0,3753,1049,194,774,0,1736
2015,2,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",147,32,6.87,1.98,9.98,0,13.16,3,0,1436,408,75,343,0,610
2015,2,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",133,45,14.25,1.53,12.32,0,16.91,4,0,2928,1061,225,488,0,1154
2015,2,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",246,63,21.48,0.81,16.07,0,24.64,5,0,3500,1265,30,487,0,1718
2015,2,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",647,135,48.88,1.28,22.5,0,62.34,9,1,7171,2543,178,718,0,3732
2015,2,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",153,38,10.31,0.16,8.55,0,18.97,5,1,2186,543,18,318,0,1307
2015,2,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",49,11,2.65,0,5.63,0,2.72,0,1,415,152,0,153,0,110
2015,2,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",113,31,7,1.99,10.65,0,11.36,9,0,1676,262,90,408,0,916
2015,2,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",196,29,10.52,0,4.75,0,13.72,0,0,1329,419,0,118,0,792
